Index,Title,Link
62,  Eindrapport Carlos Sainz: Klaar voor strijd met de kroonprins  ,https://nl.motorsport.com/f1/news/eindrapport-carlos-sainz-mclaren-kroonprins-/4931858/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
68,  Eindrapport Lando Norris: Meer dan een lolbroek  ,https://nl.motorsport.com/f1/news/eindrapport-lando-norris-meer-dan-een-lolbroek/4931857/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
69,  Williams moet ‘flink investeren’ om team er bovenop te krijgen  ,https://nl.motorsport.com/f1/news/zak-brown-williams-flink-investeren-team-wederopbouw/4932121/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
70,  Interview Marko: Red Bull op termijn met eigen motor in Formule 1?  ,https://nl.motorsport.com/f1/news/interview-helmut-marko-red-bull-formule-1-honda-motor-toekomst/4931989/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
71,  Eindrapport McLaren: De magere jaren zijn definitief voorbij  ,https://nl.motorsport.com/f1/news/eindrapport-mclaren-de-magere-jaren-zijn-definitief-voorbij/4931856/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
72,  VIDEO: Hamilton blikt terug op het bijzondere F1-seizoen 2020  ,https://nl.motorsport.com/f1/news/video-lewis-hamilton-terugblik-f1-seizoen-2020-mercedes/4932044/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
73,  Eindrapport Sergio Perez: Racewinnaar eindelijk op waarde geschat  ,https://nl.motorsport.com/f1/news/eindrapport-sergio-perez-racewinnaar-op-waarde-geschat/4931582/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
74,  Horner ziet weinig in introductie van geplande F1-biobrandstof E10  ,https://nl.motorsport.com/f1/news/f1-brandstof-e10-duurzaam-christian-horner/4931337/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
75,  Russell bespreekt wat hij van Mercedes-invalbeurt heeft geleerd  ,https://nl.motorsport.com/f1/news/george-russell-mercedes-invalbeurt-leren-coureur-zitje-2022/4931863/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
76,  Marko legt uit waarom Albon het veld moet ruimen bij Red Bull  ,https://nl.motorsport.com/f1/news/helmut-marko-interview-alexander-albon-f1-seizoen-2021-red-bull/4931941/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
77,"  Eindrapport Lance Stroll: Geen natuurtalent, wel een harde werker  ",https://nl.motorsport.com/f1/news/eindrapport-lance-stroll-geen-natuurtalent-wel-een-harde-werker/4931580/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
0,  Mercedes: F1-auto's begin 2021 zeker langzamer dan afgelopen jaar  ,https://nl.motorsport.com/f1/news/mercedes-f1-snelheid-2021-downforce-pirelli-banden-toto-wolff/4931864/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
1,"  Plooij: Verstappen moet geduld hebben, levert Red Bull wel in 2021?  ",https://nl.motorsport.com/f1/news/jack-plooij-f1-2020-max-verstappen-red-bull-honda-lewis-hamilton/4931673/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
2,"  Eindrapport Racing Point: Niet chique, wel slim en geslepen  ",https://nl.motorsport.com/f1/news/eindrapport-racing-point-niet-chique-wel-slim-en-geslepen/4931574/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
3,  Leclerc reflecteert: “Dit was mijn beste jaar in de Formule 1”  ,https://nl.motorsport.com/f1/news/charles-leclerc-ferrari-beste-jaar-f1/4931311/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
4,  Eindrapport Daniel Ricciardo: Honey badger verstevigt reputatie  ,https://nl.motorsport.com/f1/news/eindrapport-ricciardo-honey-badger-verstevigt-reputatie-/4931669/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
5,  Analyse: Vijf winnaars van het Formule 1-seizoen 2020  ,https://nl.motorsport.com/f1/news/analyse-vijf-winnaars-formule-1-seizoen-2020-mercedes-gasly/4931395/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
6,  Eindrapport Ocon: Comeback kid krijgt herkansing in 2021  ,https://nl.motorsport.com/f1/news/eindrapport-ocon-comeback-kid-krijgt-herkansing-2021/4930825/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
7,  Vettel legt vinger op zere plek: Waarom Ferrari-missie is mislukt  ,https://nl.motorsport.com/f1/news/sebastian-vettel-ferrari-terugblik-wereldtitel-missie-mislukt/4925748/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
8,  Eindrapport Renault: Een nieuwe stap vooruit in 2020  ,https://nl.motorsport.com/f1/news/eindrapport-renault-is-de-bodem-stilaan-in-zicht/4930788/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
9,"  Verstappen over 2020: “Weer beter geworden, maar gat was te groot""  ",https://nl.motorsport.com/f1/news/max-verstappen-eindejaarsinterview-ziggo-sport/4931631/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
10,  Analyse: Vijf verliezers van het Formule 1-seizoen 2020  ,https://nl.motorsport.com/f1/news/analyse-vijf-verliezers-f1-seizoen-2020-valtteri-bottas-alex-albon-ferrari/4931206/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
11,"  Sainz bloeide op bij McLaren: ""Gaat niet alleen om de auto""  ",https://nl.motorsport.com/f1/news/carlos-sainz-mclaren-goede-omgeving-zak-brown/4931301/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
17,"  F1-jaarterugblik Coronel: Verstappen gegroeid, Hamilton beste ooit  ",https://nl.motorsport.com/f1/news/tom-coronel-f1-terugblik-2020-max-verstappen-lewis-hamilton/4930793/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
18,  Eindrapport Pierre Gasly: Wederopstanding beloond met zege  ,https://nl.motorsport.com/f1/news/eindrapport-pierre-gasly-wederopstanding-beloond-met-zege/4930799/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
19,  Sir Frank Williams weer thuis na verblijf in ziekenhuis  ,https://nl.motorsport.com/f1/news/frank-williams-weer-thuis-verblijf-ziekenhuis/4931434/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
20,  Verstappen in gesprek met Evers over zijn (muzikale) opvoeding  ,https://nl.motorsport.com/f1/news/max-verstappen-edwin-evers-video-interview-muziek/4928249/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
21,"  Schumacher of niet, Haas rekent op pijnlijk F1-seizoen in 2021  ",https://nl.motorsport.com/f1/news/haas-guenter-steiner-verwachtingen-f1-2021-mick-schumacher/4931019/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
22,  Eindrapport Daniil Kvyat: Tweede afscheid voor wisselvallige Rus  ,https://nl.motorsport.com/f1/news/eindrapport-daniil-kvyat-tweede-afscheid-voor-wisselvallige-rus/4930801/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
23,  Williams: We willen geen F1 B-team worden  ,https://nl.motorsport.com/f1/news/williams-f1-b-team-onafhankelijk/4931131/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
24,"  Red Bull-baas voorspelt spannend F1-seizoen: ""Verschillen kleiner""  ",https://nl.motorsport.com/f1/news/red-bull-baas-dietrich-mateschitz-f1-seizoen-max-verstappen-mercedes/4931293/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
25,"  Kvyat hoopt op F1-terugkeer: ""Ben nu klaar voor topteam""  ",https://nl.motorsport.com/f1/news/daniil-kvyat-f1-terugkeer-klaar-voor-topteam/4931280/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
26,"  Eindrapport AlphaTauri: Nieuwe naam, maar dezelfde resultaten  ",https://nl.motorsport.com/f1/news/eindrapport-alphatauri-pierre-gasly-daniil-kvyat/4930798/?filters%5Bchampionship%5D%5B0%5D%5Btitle%5D=Formule+1+2020&filters%5Bchampionship%5D%5B0%5D%5Bvalue%5D=2871
